TotalPremium,PolicyAge,PremiumPerClaim,IsHighRiskProvince,Province_encoded,Gender_encoded,VehicleType_encoded,make_encoded
21.929824561403,0.25205479452054796,0.033333332826665917,0,5,2,4,24
866.822456140351,0.08493150684931507,0.018059484337110746,0,2,2,4,24
74.561403508771,0.5808219178082191,0.012142857123081486,0,2,2,4,24
21.929824561403,0.7479452054794521,0.06321272163486912,0,6,2,4,24
15.78947368421,0.6657534246575343,0.039999998986665376,0,2,2,4,24
395.529122807018,0.08493150684931507,0.009018063997943894,0,2,2,4,24
74.561403508771,0.33424657534246577,0.02428571420661195,0,2,2,3,16
74.561403508771,0.5808219178082191,0.012142857123081486,0,2,2,4,24
805.441315789474,0.08493150684931507,0.03166217584962243,0,2,2,4,24
74.561403508771,0.4958904109589041,0.012142857123081486,0,8,2,4,24
641.836052631579,0.6657534246575343,0.024602847047984454,0,2,2,4,24
21.929824561403,0.25205479452054796,0.0055525448282932,0,2,2,3,16
15.78947368421,0.8328767123287671,0.021052631298244917,0,4,2,4,24
0.0,0.6657534246575343,0.0,1,3,2,4,24
0.0,1.252054794520548,0.0,0,8,2,4,24
21.929824561403,0.6657534246575343,0.024920254900227784,0,6,2,4,24
